product_name,product_review,similarity_scores
Dorothy (Wine Barrel Aged),pours golden theres a musty grape aroma some tropical hops as well the aroma is incredible and it carries through into the flavor and feel theres good wine barrel presence but its balanced by the hill mixed culture and the dry hop there is funkified tropical fruit and some grassiness on the finish its amazingly complex super balanced with no component overpowering the rest ba dorothy is a phenomenally delicate beer,0.700595904874499
Ephraim,this was malty for my tastes and for most hf hoppy beers felt more like a west cost ipa with the malt and pine characteristics one of my least favorite hf hoppy beers,0.7002690202567133
Supplication,granted i am far from a sour expert and not very good at describing beers like this but this one is excellent pours a nice rubybrown the aroma and flavor are finely layered complex ebbing and flowing a yin and yang of huge barny funk complete with gloves dirt tack room muddy bruised medicinal herbs etc balanced with an equally assertive sour cherry redwine tanninic oaky funky medley with macerated berry bushes dirt roots leaves and all it is very drinkable for as tart as it is for my tastes at least and has the subtle nearconstant tonguecornermouthwateringticklething going on that makes beers like this a nonstop experience when drinking them as its residue lingers and evolves in your mouth between sips very nice 475,0.700194363424336
Duck Duck Gooze,bottle from toby 2013 vintage as usual when the boise crew gets together sours dominate but they’re always top notch here’s yet another great example light bodied tart fruity and funky tasty stuff,0.6999732211412557
Bourbon Barrel Oro Negro,description appearance is glassy and black with a small amount of dark tan foam smell is deep and rich with cinnamon and chilies dominating chocolate vanilla and bourbon are also evident providing for a complex aroma the taste carries the same cinnamon and chilies but they are extremely prevalent to the point that the bourbon chocolate and other underlying flavors are drowned out it’s a hot spicy and slightly bitter finish that doesn’t keep up with the richness of the smell feel is a little thin for a stout with low carbonation as can be expected,0.6999420374642586
Upper Case,had on tap at the trillium beer garden on the greenway nice full aromas and flavors that lean towards the fruity pungency of galaxy and mosaic at 9 abv and 204pack of 16oz cans this is trilliums best value dipa ,0.6998330790287596
Abner,poured from growler and consumed alongside barbecue salmon dinner cloudy pale orange color with a soft and frosty head that leaves a coating on the glass hoppy aromas including tropical and resin taste is delicious as expected with long lasting hops and a fair bit of bitterness on the finish mouth is just about right overall a classic ne ipa,0.6991958335655207
Double Dry Hopped Sleeper Street,masterful hoppy creation on tap at the source dry finish medium mouthfeel emphasizing dry hop flavour had again and liking again a year later trillium unique,0.69918777893859
Juicy,tartness up front that gives way to granny smith apples tannic grape skins and funky brett a bit earthy complex slick feel crisply carbed and zippy semi dry finish perfect for a humid night like tonight,0.6985606728875235
Morning Wood,pours a jet black aroma is wonderful mix of bourbon maple coffee  caramel very pleasant i lingered over the smell much more than usual the taste was equally pleasing and quite complex it comes at you in waves starting with the sweet maple with brown sugar caramel  chocolate and then shifting to a more roasted flavor to go with the coffee all the while a constant bourbon flavor simply awesome medium to full body,0.6982398559442999
Double Barrel Jesus,pours thick and black with a touch of light brown head complex nosefudge whisky leather raisin plum roast oak and bourbon taste is very balancedi think the extra time in the barrels really cuts some of the sweetness that is typical in many evil twin offerings feel is thick and velvety with low carbonation by far my favorite et stout to date,0.6979251707283953
Mosaic Dry Hopped Fort Point,very nice apa slightly pinkish in color and very fruity with melon and passionfruit standing out on the nose and palate nice soft texture delicious and quaffable though it escapes me why this beer is rated higher than many of their other ipas and dipas on this website,0.6972722705017921
Ghost In The Machine - Double Dry-Hopped,beautiful beer pours a bright turbid straw yellow to orange thick bright white head on heavy pour nose is sherbet like orange peel and juice taste of citrus notes of orange grapefruit peel lemon zest and peaches honestly one dimensional as in i really only get those citrus notes but they are huge and delicious creamy silky body that’s easy on the tounge hoppy finish to close out this beer ya no kidding right 8lbs per barrel so it better finish hoppy ,0.6972266577622466
Cable Car,052016  2014 vintage  no effs given about the price for onsite consumption as this beer is truly complex multilayered and beautiful semisweet oak funky nice tartness balanced,0.6967862395336919
Beer:Barrel:Time,saved this one for beer 6000 great decision on my part if i do say so this is an incredibly rich and complex stout with layer of luxurious depth fudge vanilla molasses roasted nuts coffee oak caramel and of course a healthy smattering of bourbon smell not as smoky or deep as taste more focused on chocolate vanilla and barrel but otherwise twins body is so textured and varied i can chew on it even with booze burst at finish truly a special beer,0.695751016872251
Abner,growler fill dated february 2019  very fresh beer doesnt appear to have settled at all  no floaties no hop residue no yeast lightly hazy in appearance a bit gold around the edges beautiful orange otherwise smells terrific  hoppy and citrusy,0.6952782505581553
Framboise Du Fermier,absolutely stunning looking beer smell is rich and fruity nice raspberry flavor a bit rough around the edges good but not on the level of the apricot version,0.6951798329217659
Citra,pours a light orange color with a soapy head aroma is dank and tropical with herb and fruity scents,0.6950746341417173
Haze,this is my alltime favorite beer it is strong in all aspects — full fine haze hoppy  fruity nose and bursting with flavors — but has a feel that is particularly outstanding,0.6950006979294112
Art,750ml bottle batch 4 served in a snifter glass pours a clear goldenyellow body slight straw hue one finger thick white head good retention not much lacing smell is brilliant funk white vinous character mildmoderate vinegar acidity light oak minerals a bit of underripe peach wonderful stuff so complex flavour is similar there is more of a moderate acidic presence behind the oak and white vinous character light cereal grain mineral and cobweb funk this is one of the best saisons as far as the flavour goes the complexity is fantastic mouthfeel is medium bodied tart and a little dry and the glass seems to empty itself a bit too quickly strangely enough vinous and light vinegar acidity finishes things off overall fantastic beer that is up there amongst the best of the style,0.694893918730238
Consecration,from bottle dated 1216 great funk and red wine on the nose taste is quite complex bright in the beginning funky and barrel in the middle extremely tart on the finish this is a good sour but somehow lacks drinkability and overall harmony in flavor for me,0.6945308621896615
Ground State,batch 3 2018 poured into an alesmith snifter pours a medium dark espresso nose is mostly maple coffee and oak with some butterscotch and caramel palate is chocolate fudge maple coffee with oak and butterscotch notes disappointingly the chocolate and maple dominates the barrel character so it’s not as complex as one might hope still a good brew but its not in the upper tier of the category,0.6944780790867822
Beer:Barrel:Time,750ml bottle of the 2017 release served in a side project stemmed glass pour is a massively dark black body one finger offwhite head fair retention and no lacing as expected smell is rich really rich chocolate fudge light smoke and bourbon a lot of wet oak barrel and even a bit of vanillin cocoa nibs perhaps a little bit of espresso sugar it smells appropriately sweet flavour is a revelation incredibly complex flavour profile of vanillin oak chocolate cocoa bourbon slight char and smoke this hits all the notes and very well it should its not particularly boozy but the bourbon flavours just do so well in integrating with the stout its sweet but doesnt taste sickly sweet mouthfeel is full bodied substantial in body with a nice appropriate carbonation to it that is just enough without being overly prickly or flat tons of flavours from the beginning to the end an easy one to ponder and sip on as it seems to change so much as it warms there is a lot of hype behind this beer and deservedly so this checked off everything i could ever want in a nonadjunct bourbon barrelaged imperial stout,0.694118929156846
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,032017  dig the vanilla fruity aromas that dominate up front plus some coffee the palate is chock full of nice barrel plus some more vanilla coffee and dark chocolate the body is quite enjoyable but the finish is a bit tannic amidst all those other great qualities,0.6936413417685398
Weihenstephaner Hefeweissbier,tried this beer at the brewery and it was great cloudy full bodied fruity aroma everything you want in a wheat beer this is my wheat beer benchmark,0.6934273950404958
Bourbon Barrel Aged Plead The 5th,why this beer is on the 250 top list like all dark horse beers this is brewed horribly no balance hardly any bourbon and no barrel flavor dark as night dark fruity boozy smell but really no enjoyable flavor dark horse is a disappointment every time licorice tobacco dark fruit flavors with harsh booziness slightly smoother than regular plead the 5th but not smooth or tasty enough to belong in top 250 witchs hat night furies need to take its place,0.6927895025894547
In Perpetuity,nothing but solid goodness from tree house citrus and tropical flavors are in balance nice hazy pour not very complex just straight down the middle solid and enjoyable,0.6927419460539064
Damon (Bourbon Barrel Aged),2018 vintage  drank on 7132019 definitely bourbon to the taste plenty of anise very complex thanks to jhavs,0.6920737960747932
Mexican Cake - Maple Bourbon Barrel-Aged,dark cola with a mocha head that quickly recedes to an everpresent ring with no lacing thick heavy alcohol legs coat the glass when titled aroma is bourbon maple syrup and chocolate taste is sugar big time chocolate cinnamon bourbon and habanero in that order it is very complex and the flavors compliment each other instead of conflicting with each other there is a long lingering peppery burn which makes this beer standout to me in comparison to hunahpu’s and abraxas mouthfeel is velvety smooth and coating overall this is an absolute treat i love the base beer but the maple bourbon barrel treatment makes an amazing beer worldclass,0.6918391701264542
Coffee Cinnamon B-Bomb,the bourbon barrel aged bbomb with coffee and cinnamon abominable snowman on label is a truly outstanding beer full of flavor complex and very little taste of the alcohol despite the 2018 version having an abv of 1400 because of the nice and complex flavor it is easy to drink this heavy ale too quickly it is delicious,0.6915947817637232
Everett Porter,poured from a 500ml bottle into a willi becher pint glass pours a deep black with mocha colored head that settles into a thin film on top and leaves lacing as the beer is consumed beautiful looking beer smells chocolatey and smoky with a hint of hops taste is similar with a dry hoppy finish feel is decent especially so for a porter overall fantastic rendition of the style and extremely flavorful and drinkable for such a dark beer,0.6915280252590781
Heavy Mettle,another excellent beer from trillium this one pours a thick hazy yellow and smells softly of stone fruits to the tongue the peach and nectarine are most prevalent but there is a little more of a citrusy taste underlying it the milky texture and grainy undertones prevent this from being too fruity,0.691191164702829
Oude Geuze Golden Blend,2014 vintage poured from a 375 pours a golden hue with ample carbonation considerably more complex than the typical geuze  crisp apple and funk would age very nicely,0.6907897710281052
Fuzzy Baby Ducks,really excellent ipa finally got my hands on some fresh cans this weekend opaque pale orange with a lacy white head strong aromas of papaya and a whole range of citrus especially orange medium bodied smooth textured and pleasantly dry throughout lighter and more refreshing though less complex than their dipas of course thats by design nebcos got the winning recipes,0.6906505206080943
Ghost In The Machine,poured into a tulip glass from bottle very fresh taste citrus and hoppy aroma is outstanding pours a cloudy straw color haze good head retention and silky mouthfeel an outstanding double ipa,0.690218314464677
Westly,looks like apricot nectar but a little brighter the smell is lemony with some fresh apricot peel the apricot is sharply acidic out of the gate like underripe peel then balances into a fleshy finish the base beer is quite complex like a hybrid of a farmhouse ale and a wild ale the acidity is clean like the fruit added to the tartness level,0.6896940315325131
Zenne Y Frontera,zenne batch 2 poured into a torst glass golden orange in color not much of a head aromas of oak and sherry release from the glass picking a little citrus as well upon first sip i’m speechless so complex yet perfectly balanced oak sherry and subtle nuances of funk and citrus this is so easy to drink perfectly carbed and each sip is a treat this is the best lambic i’ve ever tasted hands down amazing brew,0.6894596339266638
Samuel Adams Utopias,drinks like a liquor notes of whiskey raisin nutty complex has heck it’s a different flavor each sip with how the different flavors interact happy new year,0.6894065257760007
Enjoy By IPA,this is my kind of ipa from a brewery that is passionate about hoppy beers heavy pine tropical fruit pineapple grapefruit juicy dank the works one of my alltime favorites,0.6891775275627763
Darkness,pours a thick viscous black with a tan finger head that leaves substantial lacing big aroma of dark almost bakers chocolate and cherries a huge complex flavor profile includes figs raisins dank earth tree bark light roast coffee and dark chocolate smooth silky full body with moderate carbonation the best example of the style ive ever had absolute perfection,0.6884975985584593
Blanc De Blancs,aroma is complex and very very intense in aroma super funky aroma with breadiness grape must etc its quite spectacular taste comes off moderate to high sour scale high acidity and a little bit boozy sweet as well blended with the sour not quite as funky in the taste as in the aroma feel is quite interesting as the sweetsour taste youd expect a cloying syrupiness in the back of your throat but it finishes very clean gets high marks for that,0.6881711866031641
Coffee Abraxas,pours black and after a very moderate intensity pour nets near zero head what head is there comes via a ring of khaki foam that lingers a long while aroma is huge hitting all the notes of the base beer  cinnamon cardamon nutmeg chilies and other spices dark chocolate and cocoa powder add a little dry sweetness mediumbodied dark coffee is interwoven throughout the structure of the nose never taking the limelight instead subtly reminding the palate its there roasty toasty malts add firm and dark support but are an afterthought to the additive flavors flavor profile is deep notes of mingling cardamon nutmeg ancho mild chilies and cinnamon with mediumbodied dark coffee and roasty malts up front mediumbodied coffee hits center stage for a brief glimpse between spices and malts and then returns to lingering and observing from aside the curtain while spices eagerly welcome each sip like a used car salesman do for a visitor to the lot they quickly fade to show the frame work of this beer  roasty toasty nutty malts  in other words robust and dark between the dynamics of spices coffee and malts there are flashes of chocolate cocoa powder and molasses very dynamic despite a slightly heavy hand on the spices perhaps more so than any other beer ive had serving temperature is critical here too cold and the spices come off heavy but as the beer warms a touch the spices meld into the dark malt backdrop forming a sublime experience as this beer nears the 50f mark it develops a sublime balance mouth feel is mediumthick with a smooth creamy texture that develops a fairly still texture when served directly out of the fridge as the beer warms it develops a more grainy velvety texture enhancing the experience overall the headline here is abraxas with the subtitle being enters a nonmutually exclusive relationship with coffee coffee is present particularly as the beer warms but never steps into the limelight for more than a brief second or two due to the namesake of this beer coffee abraxas this is a slight disappointment although it is still a dynamic complex stout worthy of cozying up to on the coldest of nights,0.6879226416394144
Trappistes Rochefort 10,smells of plum and chocolate poured a frothy beige head cloudy and dark mocha undertones are most apparent after sipping while also minimally nutty good amount of sediment at the bottom of the pour some rising to the top delicious complex flavor that changes throughout the sip,0.6876129639713933
Juice Machine,16oz can just under 2 weeks old tree house snifter glass pours a bright hazy orange yellow body one and half finger thick white head frothy and substantial tons of lacing all over appearance doesnt get much better smell is tropical fruit papaya big grapefruit mild caramel sweetness touch of sugary malt but for the most part the herbal and fruity hops shine here slight spicy resin as well flavour follows its a super hopforward profile with a fairly minimal caramel and grainy malt backbone which is the way it should be big grapefruit and tropical fruit papaya light melon touch of pine and spicy resin it hits all the right notes except for satisfying the massive hype behind this medium bodied creamy and soft bodied yet substantial a beer that is overall excellent but must be graded against its relative hype and most people have access to local dipas that are half as good for 10 of what it costs to get this beer its a matter of relative worth and i think that while this beer is excellent 100 of the people reading this review will be fine never having had this beer,0.6869027286068139
Permanent Funeral,i love a creamy citrusy ipa and to me this is the premier example the mouth feel is perfectly creamy and thick with a hoppy complex nose it finishes strong all the way through the aftertaste,0.6867338654069154
Pirate Paradise,there really isnt much to dock here probably if not definitely taken over as the best prairie beer i have had nose is just stupid complex with sweet rum and vanilla and getting some toasted coconut and robust char notes taste fully follows with a rich creamy mouth feel outstanding,0.6863917339090978
Jackie O's / Side Project - Appervation,the beer pours a pitch black with a thin khaki head that dissipates immediately it has low carbonation the beer smells of bourbon brownie batter baker’s chocolate and chocolate syrup it tastes of brownie batter chocolate syrup oreo with a strong bourbon kick it is full and complex but still drinkable this is an excellent ba stout,0.6863256052099431
The Abyss,2015 vintage enjoyed february 2019 pours a deep black with short lived tight brown head aroma is complex with molasses dark chocolate licorice but with strong notes of dark fruits,0.685440827690578
Gggreennn!,a thinner head at first glance and the color of orange juice very fruity in the nose and first taste feels soft and smooth on the palate and more drinkable than typical new england ipas a good overall drinkable beer from tree house,0.6852978823198023
Doubleganger,oh my goodness this was an absolutely incredible ipa quite possibly one of the best nestyle ipas ive ever had  very close to tree houses green and a bit better than heady topper found this online can date 71719 so wanted to try it as soon as possible to sample it fresh juicy refreshing soft hazy everything i was looking for in a nestyle ipa  and my expectations were skyhigh for this beer as they are for any tree house ipa looks absolutely incredible  orangeyellow hazy quite opaque color a little white fluffy head and some nice spotty lingering lacing more lacing would have bumped up the look rating to 475 smells great loads of fruity tropical hops  mango passion fruit tangerine pineapple grapefruit lemon maybe a touch of papaya definitely tropical and ripe fruit also some more balanced malt vanilla bread and then some floral and grassy hop notes at the end dankness was muted and wellrestrained taste follows the nose again with a good balanced hit of both the bitter hops and sweeter malt backbone dankness at the finish was very wellreceived the mouthfeel of these worldclass ne ipas is just ridiculous  soft juicy slightly sticky coats the palate smooth and creamy perfect amount of carbonation the higher abv was very well hidden and these ones are just so dangerous to drink as the alcohol will creep up on you i could drink these all days and if they distributed anywhere in this region midwest id find them and buy 6packs galore,0.6840705741595797
All That Is And All That Ever Will Be,there is actually a fairly strong amount of coffee in the flavor but wow does the cocoa shine in this beer it is about as far as you can take chocolate in a beer before it becomes too much with wonderful sweet milk chocolate fudge fruity dark chocolate and cocoa nib flavors a 65 dessert that packs about as much flavor as it possibly could,0.6828109010740414
Mother Of All Storms,pours a deep brown into the glass and therein appears essentially black save for the translucent brown edges a finger of creamy tan foam on top relaxes into a flimsy collar shortly after the pour aromas suggest bourbonsoaked dark fruits like plum prune raisin and fig on the sip similar fruity impressions blossom with a rich malt base and flavor elements of molasses and fruit breads drenched with booze the feel is full round and soft with a little bit of chewy fruit under a light air of vanilla and dark whiskey ,0.6827817413521666
Abt 12,112oz bottle best before a 03 02 21 poured into a st bernardus goblet at just above fridge temp 10 abv the beer pours bright light brown with ruby highlights and khaki head some lacing the head recedes to a thin cap and persists the aroma is fruity cherry red grapes at first with dark caramelized sugar drifting in behind the taste is semisweet cherry with cola dark sugar and rich malt all popping up before a mildly bitter finish the mouthfeel is medium bodied with above average carbonation and a dry finish no trace of alcohol in the taste or aroma overall very good im a little surprised with the fruitiness compared to the maltdark sugar but its still very enjoyable now i need to buy more and show some restraint to review nearer the bb date,0.6824898667451671
Ephraim,so damned creamy the dextrose bumps up the body but doesnt make it syrupy the appearance is pretty much perfect bright auburn perfect carbonation sticky lacing pine resin and grapefruit dominate the taste and aroma maybe some tangelo and sweeter citrus though far from my favorite hf hoppy beer its ne of the best triple ipas ive had my heart still belongs to notorious though,0.682285335354479
Double Dry Hopped Congress Street,mother of god this one was tasty at first i thought i had a regular trillium congress street then realized id somehow scored the ddh version found it online canned date 8919 so i made sure to try this one fresh and it knocked my socks off loved the look  reminded me of some of the best tree house offerings very hazy yellow color with lots of fluffy white head and thick sheets and rings of lingering lacing that clung to the glass and did not fade away aromas of pineapple grapefruit mango papaya tangerine passionfruit and guava also malt caramel creamy vanilla and some weaker floral hops some dankness in the background taste follows the nose great balance between the slightly bitter hops and sweeter malt backbone extremely juicy at first i was going to give the smelltaste ratings of 4425 since they were surprisingly muted and i was disappointed but then as the beer warmed a little the second glass was incredible more pungent and flavorful and complex with more depth this is what i was looking for mouthfeel was incredible soft pillowy luscious sticky smooth coated the palate perfect amount of carbonation just an outstanding beer and i am lucky to have acquired other trillium beers to try,0.6818936633621939
Black & Wild,batch 2 from a 750 ml bottle at the side project cellar black  wild has one of the most complex flavor profiles of any beer i have ever had sourness tart cherries and vanilla and oak from the whiskey barrel are balanced perfectly just incredible,0.6816731872680226
Focal Banger,a very solid finetasting nestyle ipa but just couldnt hold its own against the morelauded heady topper i would have loved to know how fresh this beer was since it was so hard to get  but i just couldnt find the canning date anywhere pours a very nice slightly hazy yellow color with abundant fluffy white head and sheets of lingering lacing looks very very nice smells of lots of fresh tropical fruity hops  grapefruit mango lemon pineapple tangerine  as well as some weaker floral hops malt vanilla and bread some weaker dank notes at the end taste follows the nose but there was a decent hit of hoppy bitterness towards the middle and finish that wasnt unpleasant just a little more sharp than i was accustomed to i also expected more juiciness and i just didnt get it  maybe that left more harshness of the hops good solid mellow mild mouthfeel and good carbonation not really sticky i was just expecting a softer mouthfeel akin to heady topper tree house green and some other worldclass nestyle ipas a great effort but ill keep looking for heady,0.6810997918710446
Double Barrel Jesus,amazing huge chocolate flavor and a huge mouth feel that melds bourbon and oaky vanilla with the chocolate for a heavenly experience modpalate i also get an interesting tobacco flavor complex i love this one and it falls in with the maybe 510 beers i give a perfect rating,0.6807424316507755
The Broken Truck,batch 2 is a delicious beer with just the right amount of sour funk and barrel presence pillowy and light but with a nice full mouthfeel very balanced with complex flavors that keep coming for minutes after you swallow worthy of the hype,0.6801709851820579
The Rusty Nail,pours a dense black with a thick dark brown head head leaves nice thick dark brown rings around the edges and swirls in the middle smells like cinnamon whiskey lovely nose on this beer taste is a complex mix of cinnamon dark fruits slight chocolate and malt get a little bit of that black licorice awkwardness on the back end but it works gives it a rooty herbal earthy aftertaste i dig it feel is on point mild carbonation and full on the tongue through all the way down the gullet overall this is incredible very impressed with what fremont does with their barrels and in such great quantity highly recommend,0.680035377458799
Society & Solitude #5,grapefruit aroma jumps out of the can when you pop the top hazy and juicy in the glass with a nice silky head new england fruity hop flavor blends with the bite of new zealand hops the long sustained taste is absolute heaven,0.6797995372765472
3rd Anniversary Imperial IPA,great murky color super smooth i would have bet anything that this wasnt 10 complex danky citrus tropical aroma and flavors that match there was an enticing sweetness to the aroma and flavor as well made it smoother among my top ipas all time,0.6792752800258316
Beer:Barrel:Time,it poured a super thick and viscous in the glass pitch black color with very little head very little carbonation the smell is sweet with tons of fudge interlace with bourbon and oak not complex by any means but so balance sweet and rich the flavor profile is just the same  so much rich chocolate fudge in the mouth balanced out with the warming touch of bourbon its sweet with a lot of depth that includes dark chocolate vanilla oak and bourbon all the things you would dream of in a barrel aged stout the mouthfeel is thick and rich without much warmth for a 15 abv beer overall this is a superb beer well remarkable for its balance of flavors its depth of flavors and the thickness some may say its overrated because its not too different from other easy to obtain stouts i have to disagree it is well perfected with its sweetness balance and the bourbon,0.6791206292857861
V.S.O.J.,probably the best barleywine i will ever have and one of my all time favorite beers its so rich and decadent pours a dark brown with hues of red smells like caramel toffee and bourbon all mixed together tastes amazing complex flavors last a long time and change as the beer warms up really goes to show what a great barrel program rev has going,0.6790949819342575
Nelson,classic oldschool hoppy ipa bitter sure but the right amount of bitterness  not overwhelming quenching when guzzled a tasty brew lucky to get it on tap,0.6789167834088394
Hunahpu's Imperial Stout - Double Barrel Aged,pours a thick oily pitch black coloration with a small creamy head the beer downright sticks to the glass as you swirl it leaving a shortlived film of dark beer and white lace smell is somewwhat subdued pretty underwheming compared to the taste cinnamon is most noticeable with a sort of odd earthy musty woody aroma being pretty dominant as well perhaps a hint of coconut there taste is quite complex lots of chocolate and rum noticeable at first with a decent bit of cinnamon and vanilla coming through as well the chili really grows as you drink and the beer warms quite noticeable in the aftertaste in a really pleasant way quite a bit of warm boozyness there as well but very smooth and mellow at the same time mouthfeel really is fantastic very thick sticky almost oily and very smooth i was considering waiting for cbs for my 100th review but i think this one will do nicely the barrelaging really did wonders to the quite overrated hunapuh here adding a certain complexity from the brandy and rum notes along with making the chili stand out more and generally mellowing out the beer creating a richer harmony still smells really weird though,0.6785271774992633
The Peach,batch 1 cognac barrels poured into a tulip juicy peach just the right amount of barrelfunk not overly complex but a delicious beer looking forward to comparing with batch 2,0.6782683871786341
Pliny The Younger,stood in line being alone jumped me up a bit small bright golden pour small scant head piney hoppy aroma flavor blossoms with resinous hoppy bitterness abv comes in late with a wallop first sip was meh but it gets better with each one scratch this off the bucket list,0.678139783307387
Notorious Triple IPA,taster and shotski at brewery for a big triple ipa it’s pretty smooth almost seems harmless goes down very easy hoppy but not much evidence of the high abv light golden mild haze small fluffy head here’s a beer you could drink untilyou realized what you were drinking tasty,0.678064561046685
Sosus,juice bomb poured 16 oz can into a tulip glass pours a hazy golden yellow with about an inch of head that is lacing down the glass as i drink it get quite a bit of fruity citrus aromas get a hint of pine as well taste orange and apricot nice bitterness another great beer from toppling,0.6776552579479785
Melcher Street (Double Dry-Hopped),tied for first in a blind taste test with 7 similar abv ipas a lot going on with fruity fruity tastes on the front end and some butter dankness on the finish,0.6774564176072702
Julius,i purchased a can of julius directly from the brewery which was canned two days prior to the date of purchase according to the bottom of the can the beer has a thick orange hue with a thin whitehead it has a fruity scent of orange mango and grapefruit the beer has a very thick and smooth mouthfeel velvety smooth the taste was fruity and has similar flavors as the nose im getting orange mango and pineapple,0.6773656556629909
Zenne Y Frontera,decanted bottle poured into a taster pours a beautiful deep orange with a huge funky aroma super complex nutty notes without much carb although it was not overly missed spectacular,0.6772233077903848
Westly,072016  this is incredible  hype realized gueuzeesque peach apricot funk on the nose wee cinnamon fruity barnyard taking over the palate acidic yet still oh so clean of a finish dope,0.6770081015324997
Vicinity,crisp and clean but with some floaters too nice tropical fruits up front give way to a solid bit of hoppy bitterness on the end refreshing and satisfying double here that doesnt taste like a double,0.6767355289446338
Hopslam Ale,an amazing achievement so rich and full of fruity flavor without feeling oily and seeet and despite the high abv the alcohol isn’t too present a real heavyweight flavorwise be careful though the abv will eventually get you,0.6763365758184242
Galaxy Dry Hopped Fort Point Pale Ale,pours a mangoorange with a murky transparency and a finger of white foam that retains well aroma is earthy papaya tangerine and grapefruit with a little stone and yeast beyond its tropical fruit opening lingers for a while letting the base pale ale which is already very hoppy show throw in fragments aroma is akin to a very powerful ne ipa flavor profile is papaya tangerine mango tangerine with a little earthy nutty malt and raw grain and yeast to sooth things out its tropical fruit through and through and drinks very similar  identical  to trilliums northeast ipa this is labeled as an american pale ale at the time of review all this to say its incredible hop forward much more so than other pale ales which may be a deterrent for some mouth feel is a little gritty silty and soft with a mediumthick consistency its liken to a wellworn lumpy linen pillow overall despite a slightly misleading style the name of the beer lets those knowledgeable about beer that the hop content is going to be high thus i will not knock it for the style misinterpretation its big and flavorful which is welcome in a beer it combines well with the lightly gritty texture to develop a refined but wellworn and knowledgeable experience,0.6762524149608081
Mosaic Dry Hopped Fort Point,from an undated can which i bought at the brewery 2 days ago so assuming its very fresh pours a deep hazy orange minimal head and lacing smell is incredibly complex with a big blast of strawberries followed by passionfruit orange tangerine lemon and mango ,0.6750546089746655
Double Sunshine,dark amber color with an offwhite head which dissipates quickly leaving a nice lace i am not an expert at discerning the smell but i can detect sweet citrus and some sweet breadiness taste follows the nose after drinking heady on a regular basis i live in vt its a treat to drink a dipa that doesnt slam me over the head with hops this beer has a nice balance between hops and malts easy drinking alcohol wellhidden just a refreshing hoppy well balanced beer well worth the 45 minute drive to waitsfield to grab this gem,0.6750290199115826
Hopslam Ale,papow this little number meets all of its lofty hype and reputation powerful 10 abv is fairly well hidden in this hoppy and malty sensation have one seriously maybe just one,0.6748172231094005
Upper Case,outstanding beer and very different actually a very similar experience to big bird which i lucked into two years ago as i picked up a flat of trillium beers in fort point on our way to cape cod for a biannual multifamily trip i think this one is actually more polished and tasty fresh than big bird was but the amazing hop experience is similar looks like a muddy pineapple juice but the aromas and to a just slightly lesser degree flavors cover just about every hoprelated note i love about hoppy beers citrus pith berries mango musky wine grapes dank hemp tropical fruit wheat biscuit sugared grapefruit absolutely phenomenal grassy but not overly so which is a nice departure from most ne ipas really nice level of sweetness as well and zero green astringency even fresh which distances this beer from big bird feel is a little thin but that doesn’t take anything away from the amazing complex and harmonious nose and tongue amazing that you can throw an ungodly amount of different hops together and get such a wonderful end result,0.6745777246032574
Very Green,when i opened a can there was a candied dankness greeted my senses like a dog greets their owner when they return home from a long day after pouring a golden full on haze the candied flavors open up to reveal mango pineapple grapefruit and bubblegum the flavor is is all of this with a great balancing bitterness pine flavors and light mouthfeel that i think is what makes double ipas so great the finish is a palate coating candied hoppy bitterness that makes you want another sip one hell of a beer,0.6738875841947644
Framboise Du Fermier,wow the smell on this beer is just heavenly full of fresh raspberries full of tartness and sweetness basically liquid raspberry in pure sour saison form has all of the complex and beautifully balanced flavors and feel from the original but now has a fresh fruit to star up front mouthfeel finish did feel a little grainy and acidic on the end but im just nitpicking at this point,0.6736332177866189
Blåbær Lambik,2015 vintage fruity smell soft sourish fresh lightly sweet of the berries it is a nice beer but i like the regular seasonals more nice to have tried but i wont trade for it anymore,0.6727939880167141
Rodenbach Caractère Rouge,is rodenbach the worlds best brewery belgian style at least this is simply sensational i drank this out of my handy garre glass from a 750 ml bottle i kept outside in the low 50s the beautiful red color bubbles to a quickly vanishing light fizz emitting an earthy fruity aroma my 4yr old child described as rotten fruit candy the taste is fresh fruit but kinda faygo rockin rye followed by oakiness and that delicious flanders red base an earthy tart dry finish this is showing off just how sophisticated beer can be sublime complex wow,0.6727835560126705
Barrel-Aged Abraxas,this is worth the hype the aroma is off the chart good cinnamon is delicious and this reminds me of a snickerdoodle cookie tons of chocolate as well with subdued pepper creamy vanilla and subtle barrel in a medium plus mouth feel im not tasting anything really complex but this is excellent and the cinnamon and vanilla make it a real treat,0.6724718513578966
Nelson,one of the first beers i ever had from alpine they are probably over all my favorite west coast brewery for hops right now super hoppy super smooth too nice mix of rye and citrus hops going on with this,0.6721129722247543
Swish,pours a hazy yellow with a thin white head the smel of the beer is tropical fruity on the nose the taste has a nice piney resin with some sweetness the feel is smooth with a good amount of dry bitterness in the finish overall a very good beer,0.6713800532698087
Sunday Brunch,on tap at morris tap and grill in randolph pours a jet black ebony hue with minimal frothing complex aroma replete with hints of chocolate and cream good stuff recommended,0.6709299206325675
